county,year,month,TMAX,TMIN
Yolo,2018,11,69.89,42.64
Yolo,2018,12,58.7,40.06
Yolo,2019,1,59.64,41.54
Yolo,2019,2,56.16,39.36
Yolo,2019,3,65.08,44.65
Yolo,2019,4,76.69,51.48
Yolo,2019,5,77.77,51.4
Yolo,2019,6,92.73,60.77
Yolo,2019,7,94.8,59.64
Yolo,2019,8,96.43,61.67
Yolo,2019,9,89.31,57.72
Yolo,2019,10,80.19,47.49
Yolo,2019,11,72.39,41.82
Yolo,2019,12,57.34,42.23
Yolo,2020,1,58.55,39.96
Yolo,2020,2,68.82,41.63
Yolo,2020,3,65.88,42.72
Yolo,2020,4,76.56,49.11
Yolo,2020,5,84.32,54.95
Yolo,2020,6,92.07,59.67
Yolo,2020,7,97.11,59.09
Yolo,2020,8,97.86,63.3
Yolo,2020,9,93.34,60.2
Yolo,2020,10,87.39,53.95
Yolo,2020,11,68.03,40.16
Yolo,2020,12,61.72,37.46
Yuba,2016,1,51.22,38.15
Yuba,2016,2,63.39,40.18
Yuba,2016,3,59.95,42.08
Yuba,2016,4,69.67,46.29
Yuba,2016,5,75.42,51.07
Yuba,2016,6,86.18,56.86
Yuba,2016,7,90.13,59.79
Yuba,2016,8,89.96,59.42
Yuba,2016,9,84.29,54.71
Yuba,2016,10,68.14,47.64
Yuba,2016,11,60.87,41.32
Yuba,2016,12,52.56,33.94
Yuba,2017,1,49.8,34.95
Yuba,2017,2,53.44,40.0
Yuba,2017,3,62.36,41.95
Yuba,2017,4,63.06,43.68
Yuba,2017,5,77.3,50.68
Yuba,2017,6,85.69,58.89
Yuba,2017,7,92.86,62.24
Yuba,2017,8,92.33,62.83
Yuba,2017,9,83.87,56.77
Yuba,2017,10,76.98,46.53
Yuba,2017,11,58.9,42.9
Yuba,2017,12,59.46,35.26
Yuba,2018,1,55.59,39.82
Yuba,2018,2,58.68,33.88
Yuba,2018,3,57.74,38.15
Yuba,2018,4,66.44,43.34
Yuba,2018,5,75.53,50.02
Yuba,2018,6,85.86,56.01
Yuba,2018,7,93.39,63.3
Yuba,2018,8,88.58,58.34
Yuba,2018,9,84.96,53.44
Yuba,2018,10,76.21,48.84
Yuba,2018,11,64.25,40.89
Yuba,2018,12,53.76,36.15
Yuba,2019,1,55.75,38.45
Yuba,2019,2,47.63,33.66
Yuba,2019,3,56.75,39.25
Yuba,2019,4,69.02,46.88
Yuba,2019,5,70.24,46.92
Yuba,2019,6,86.06,57.43
Yuba,2019,7,88.55,59.67
Yuba,2019,8,90.16,60.34
Yuba,2019,9,81.17,53.13
Yuba,2019,10,74.1,43.2
Yuba,2019,11,66.1,40.54
Yuba,2019,12,53.26,38.22
Yuba,2020,1,52.9,36.96
Yuba,2020,2,63.96,37.86
Yuba,2020,3,57.52,37.78
Yuba,2020,4,68.96,44.54
Yuba,2020,5,76.83,50.84
Yuba,2020,6,84.92,55.99
Yuba,2020,7,91.25,59.66
Yuba,2020,8,92.46,62.77
Yuba,2020,9,89.16,60.17
Yuba,2020,10,81.88,51.07
Yuba,2020,11,61.92,37.44
Yuba,2020,12,56.9,35.3
